Outcome,Patch,Blue1,Blue2,Blue3,Blue4,Blue5,Red1,Red2,Red3,Red4,Red5
1,13.01,AatroxTop,WukongJungle,SylasMid,ZeriBot,YuumiSupport,JayceTop,Lee SinJungle,SyndraMid,VarusBot,HeimerdingerSupport
0,13.01,GnarTop,WukongJungle,AhriMid,DravenBot,CaitlynSupport,RenektonTop,SejuaniJungle,AkaliMid,ZeriBot,YuumiSupport
0,13.01,RenektonTop,ViJungle,AzirMid,LucianBot,NamiSupport,K'SanteTop,MaokaiJungle,AkaliMid,VarusBot,KarmaSupport
0,13.01,GnarTop,SejuaniJungle,SyndraMid,LucianBot,NamiSupport,RenektonTop,WukongJungle,ViktorMid,VarusBot,LuluSupport
0,13.01,GwenTop,MaokaiJungle,JayceMid,ZeriBot,YuumiSupport,GnarTop,ViJungle,AzirMid,LucianBot,NamiSupport
1,13.01,JaxTop,ViJungle,AhriMid,SivirBot,YuumiSupport,K'SanteTop,WukongJungle,LeBlancMid,ZeriBot,LuluSupport
1,13.01,JaxTop,EliseJungle,AkaliMid,ZeriBot,YuumiSupport,RenektonTop,SejuaniJungle,ZoeMid,LucianBot,NamiSupport
1,13.01,JaxTop,EliseJungle,AzirMid,VarusBot,NautilusSupport,GnarTop,ViJungle,TaliyahMid,ZeriBot,LuluSupport
0,13.01,JayceTop,EliseJungle,AzirMid,LucianBot,NamiSupport,RenektonTop,SejuaniJungle,SyndraMid,ZeriBot,YuumiSupport
0,13.01,K'SanteTop,SejuaniJungle,SwainMid,VarusBot,KarmaSupport,JaxTop,EliseJungle,AzirMid,JhinBot,HeimerdingerSupport
0,13.01,JaxTop,WukongJungle,AkaliMid,SivirBot,YuumiSupport,JayceTop,SejuaniJungle,SylasMid,ZeriBot,LuluSupport
0,13.01,JaxTop,WukongJungle,AzirMid,CaitlynBot,JannaSupport,RivenTop,SejuaniJungle,Kog'MawMid,XayahBot,RakanSupport
0,13.01,OlafTop,MaokaiJungle,AzirMid,CaitlynBot,KarmaSupport,JaxTop,ViJungle,CorkiMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,WukongJungle,TaliyahMid,CaitlynBot,LuxSupport,GwenTop,ViJungle,KassadinMid,VarusBot,NautilusSupport
0,13.01,GnarTop,SejuaniJungle,SylasMid,ZeriBot,KarmaSupport,K'SanteTop,RyzeJungle,JhinMid,GravesBot,AsheSupport
0,13.01,FioraTop,SejuaniJungle,SylasMid,EzrealBot,KarmaSupport,JayceTop,WukongJungle,TaliyahMid,SivirBot,YuumiSupport
0,13.01,OrnnTop,KaynJungle,SylasMid,LucianBot,NamiSupport,K'SanteTop,SejuaniJungle,KassadinMid,DravenBot,PykeSupport
0,13.01,CamilleTop,SejuaniJungle,ViktorMid,ZeriBot,KarmaSupport,SionTop,ViJungle,SylasMid,AsheBot,HeimerdingerSupport
1,13.01,OrnnTop,WukongJungle,SylasMid,SivirBot,YuumiSupport,GnarTop,UdyrJungle,SyndraMid,VarusBot,HeimerdingerSupport
0,13.01,K'SanteTop,MaokaiJungle,YoneMid,EzrealBot,RakanSupport,GangplankTop,EliseJungle,AkaliMid,ZeriBot,AsheSupport
0,13.01,FioraTop,ViJungle,ViktorMid,ZeriBot,YuumiSupport,RenektonTop,EliseJungle,RyzeMid,LucianBot,NamiSupport
0,13.01,JayceTop,ViegoJungle,CassiopeiaMid,LucianBot,NamiSupport,JaxTop,ViJungle,AzirMid,KalistaBot,NautilusSupport
0,13.01,K'SanteTop,WukongJungle,SyndraMid,VarusBot,BraumSupport,TryndamereTop,EliseJungle,AkaliMid,KalistaBot,NautilusSupport
1,13.01,GangplankTop,MaokaiJungle,SyndraMid,DravenBot,BlitzcrankSupport,JaxTop,ViegoJungle,RyzeMid,VarusBot,BraumSupport
1,13.01,RenektonTop,MaokaiJungle,GalioMid,XayahBot,AsheSupport,K'SanteTop,WukongJungle,ViktorMid,JhinBot,NautilusSupport
1,13.01,AatroxTop,ViJungle,AzirMid,SivirBot,LuluSupport,GnarTop,WukongJungle,SyndraMid,ZeriBot,YuumiSupport
1,13.01,IreliaTop,MaokaiJungle,TryndamereMid,VarusBot,NautilusSupport,SionTop,RumbleJungle,PantheonMid,LucianBot,NamiSupport
1,13.01,JaxTop,EliseJungle,RyzeMid,LucianBot,NamiSupport,OrnnTop,MaokaiJungle,CassiopeiaMid,ZeriBot,LuluSupport
0,13.01,GnarTop,SejuaniJungle,AzirMid,VarusBot,KarmaSupport,JaxTop,WukongJungle,SylasMid,SivirBot,NautilusSupport
0,13.01,GnarTop,SejuaniJungle,XerathMid,VarusBot,KarmaSupport,CamilleTop,WukongJungle,AzirMid,EzrealBot,HeimerdingerSupport
0,13.01,RenektonTop,WukongJungle,AzirMid,SivirBot,SonaSupport,K'SanteTop,Xin ZhaoJungle,KassadinMid,ZeriBot,YuumiSupport
0,13.01,GwenTop,WukongJungle,GalioMid,LucianBot,NamiSupport,K'SanteTop,ViJungle,CassiopeiaMid,ZeriBot,YuumiSupport
0,13.01,JaxTop,EliseJungle,ZiggsMid,EzrealBot,LeonaSupport,GragasTop,SejuaniJungle,LuxMid,CaitlynBot,K'SanteSupport
0,13.01,K'SanteTop,SejuaniJungle,AzirMid,LucianBot,NamiSupport,RenektonTop,EliseJungle,SylasMid,SamiraBot,NautilusSupport
0,13.01,JayceTop,ViegoJungle,AzirMid,CaitlynBot,AsheSupport,GnarTop,EliseJungle,SylasMid,XayahBot,NautilusSupport
0,13.01,JayceTop,WukongJungle,AzirMid,VarusBot,RakanSupport,AatroxTop,ViJungle,GalioMid,SivirBot,HeimerdingerSupport
0,13.01,GangplankTop,WukongJungle,RyzeMid,EzrealBot,LeonaSupport,RenektonTop,ViJungle,AzirMid,VarusBot,KarmaSupport
0,13.01,JaxTop,MaokaiJungle,LeBlancMid,DravenBot,AmumuSupport,FioraTop,ZacJungle,XerathMid,VarusBot,SingedSupport
0,13.01,K'SanteTop,WukongJungle,TaliyahMid,SivirBot,AsheSupport,JaxTop,MaokaiJungle,SyndraMid,VarusBot,RakanSupport
0,13.01,FioraTop,MaokaiJungle,RyzeMid,JhinBot,LeonaSupport,K'SanteTop,GravesJungle,ViktorMid,XayahBot,Renata GlascSupport
1,13.01,ShyvanaTop,EliseJungle,SettMid,CaitlynBot,LuxSupport,K'SanteTop,ViJungle,AzirMid,ZeriBot,LuluSupport
1,13.01,GnarTop,MaokaiJungle,YoneMid,LucianBot,NamiSupport,K'SanteTop,WukongJungle,VeigarMid,XayahBot,RakanSupport
1,13.01,K'SanteTop,WukongJungle,ViktorMid,LuxBot,HeimerdingerSupport,JaxTop,PoppyJungle,SyndraMid,ZeriBot,LuluSupport
1,13.01,K'SanteTop,EliseJungle,JayceMid,ZeriBot,LuluSupport,OlafTop,Lee SinJungle,SyndraMid,VarusBot,NautilusSupport
0,13.01,GwenTop,VolibearJungle,RyzeMid,VarusBot,HeimerdingerSupport,GnarTop,MaokaiJungle,LuxMid,JhinBot,AsheSupport
1,13.01,K'SanteTop,ViJungle,SylasMid,VarusBot,HeimerdingerSupport,FioraTop,WukongJungle,AzirMid,EzrealBot,KarmaSupport
0,13.01,K'SanteTop,WukongJungle,LeBlancMid,VarusBot,HeimerdingerSupport,FioraTop,EliseJungle,AkaliMid,JhinBot,RakanSupport
0,13.01,K'SanteTop,ViJungle,LissandraMid,SamiraBot,RellSupport,GnarTop,MaokaiJungle,AkaliMid,VarusBot,AlistarSupport
0,13.01,UdyrTop,SejuaniJungle,JayceMid,JhinBot,NautilusSupport,YorickTop,EliseJungle,AzirMid,VarusBot,KarmaSupport
0,13.01,JayceTop,ViegoJungle,AzirMid,EzrealBot,KarmaSupport,RumbleTop,ViJungle,SylasMid,VarusBot,BlitzcrankSupport
1,13.01,K'SanteTop,MaokaiJungle,IreliaMid,KalistaBot,AlistarSupport,GwenTop,EliseJungle,RenektonMid,VarusBot,AmumuSupport
0,13.01,FioraTop,MaokaiJungle,YoneMid,SeraphineBot,AsheSupport,JaxTop,SejuaniJungle,SylasMid,ZeriBot,YuumiSupport
1,13.01,RenektonTop,EliseJungle,SylasMid,CaitlynBot,AsheSupport,OrnnTop,ViJungle,AhriMid,VarusBot,PykeSupport
1,13.01,FioraTop,MaokaiJungle,JayceMid,VarusBot,HeimerdingerSupport,JaxTop,SejuaniJungle,SyndraMid,JhinBot,KarmaSupport
0,13.01,JaxTop,WukongJungle,AkaliMid,JhinBot,KarmaSupport,FioraTop,SejuaniJungle,SylasMid,CaitlynBot,LuxSupport
1,13.01,JaxTop,SejuaniJungle,TaliyahMid,LucianBot,NamiSupport,GangplankTop,ViJungle,AzirMid,ZeriBot,YuumiSupport
1,13.01,JaxTop,MaokaiJungle,AzirMid,DravenBot,VarusSupport,FioraTop,SejuaniJungle,SylasMid,SivirBot,KarmaSupport
0,13.01,JayceTop,PoppyJungle,AzirMid,VarusBot,HeimerdingerSupport,IreliaTop,SejuaniJungle,SylasMid,SivirBot,Miss FortuneSupport
1,13.01,GnarTop,WukongJungle,AkaliMid,ZeriBot,LuluSupport,K'SanteTop,SejuaniJungle,SwainMid,SivirBot,YuumiSupport
0,13.01,RenektonTop,GravesJungle,GalioMid,ZiggsBot,LeonaSupport,JaxTop,MaokaiJungle,RyzeMid,VarusBot,RakanSupport
1,13.01,K'SanteTop,ViJungle,LeBlancMid,ZeriBot,LuluSupport,GnarTop,SejuaniJungle,SylasMid,SivirBot,YuumiSupport
0,13.01,JayceTop,MaokaiJungle,AzirMid,SivirBot,KarmaSupport,JaxTop,SejuaniJungle,YoneMid,VarusBot,HeimerdingerSupport
0,13.01,RenektonTop,SejuaniJungle,AzirMid,ZeriBot,LuluSupport,OlafTop,GravesJungle,SylasMid,VarusBot,LeonaSupport
1,13.01,FioraTop,ViegoJungle,ViktorMid,VarusBot,LeonaSupport,JaxTop,WukongJungle,SyndraMid,AsheBot,Renata GlascSupport
0,13.01,JaxTop,SejuaniJungle,VexMid,KalistaBot,PykeSupport,JayceTop,ViJungle,TaliyahMid,SivirBot,RellSupport
1,13.01,K'SanteTop,EliseJungle,ViktorMid,JhinBot,AsheSupport,RenektonTop,WukongJungle,AkaliMid,VarusBot,LuxSupport
1,13.01,K'SanteTop,ZacJungle,ViktorMid,LucianBot,NamiSupport,FioraTop,ViJungle,SyndraMid,CaitlynBot,LuxSupport
1,13.01,K'SanteTop,MaokaiJungle,RyzeMid,XayahBot,KarmaSupport,GwenTop,ViJungle,KassadinMid,LucianBot,NamiSupport
1,13.01,RenektonTop,SejuaniJungle,SyndraMid,VarusBot,AsheSupport,K'SanteTop,WukongJungle,AzirMid,LucianBot,NamiSupport
0,13.01,GwenTop,WukongJungle,SylasMid,LucianBot,NamiSupport,OrnnTop,ViJungle,AkaliMid,ZeriBot,LuluSupport
1,13.01,K'SanteTop,GravesJungle,SyndraMid,EzrealBot,AsheSupport,JaxTop,ViJungle,OriannaMid,Miss FortuneBot,RakanSupport
0,13.01,OrnnTop,EliseJungle,TristanaMid,EzrealBot,JannaSupport,JaxTop,SejuaniJungle,SyndraMid,DravenBot,Renata GlascSupport
0,13.01,SejuaniTop,Bel'VethJungle,SylasMid,TristanaBot,NautilusSupport,GnarTop,ViJungle,CassiopeiaMid,Kai'SaBot,RellSupport
1,13.01,FioraTop,SejuaniJungle,KassadinMid,KalistaBot,NautilusSupport,GnarTop,EliseJungle,AzirMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,ViegoJungle,ViktorMid,VarusBot,RellSupport,FioraTop,UdyrJungle,KarmaMid,AsheBot,AlistarSupport
1,13.01,GwenTop,WukongJungle,SyndraMid,LucianBot,NamiSupport,K'SanteTop,UdyrJungle,ViktorMid,SivirBot,LuluSupport
0,13.01,K'SanteTop,WukongJungle,OriannaMid,VarusBot,LuluSupport,GarenTop,ViJungle,XerathMid,KalistaBot,AsheSupport
0,13.01,GangplankTop,SejuaniJungle,AkaliMid,TristanaBot,NautilusSupport,GnarTop,ViJungle,SylasMid,VarusBot,Renata GlascSupport
1,13.01,K'SanteTop,Jarvan IVJungle,ViktorMid,CaitlynBot,KarmaSupport,JaxTop,KindredJungle,AzirMid,AsheBot,LuxSupport
0,13.01,GnarTop,WukongJungle,AzirMid,VarusBot,LeonaSupport,RenektonTop,MaokaiJungle,JayceMid,EzrealBot,BraumSupport
0,13.01,JaxTop,ViegoJungle,ViktorMid,ZeriBot,LuluSupport,K'SanteTop,WukongJungle,AzirMid,SivirBot,YuumiSupport
1,13.01,CamilleTop,SejuaniJungle,AzirMid,SivirBot,LuluSupport,FioraTop,ViJungle,GalioMid,CaitlynBot,KarmaSupport
1,13.01,CamilleTop,EliseJungle,YasuoMid,Kai'SaBot,NautilusSupport,K'SanteTop,WukongJungle,AkaliMid,SivirBot,AmumuSupport
1,13.01,GnarTop,WukongJungle,RyzeMid,VayneBot,BraumSupport,K'SanteTop,SejuaniJungle,KassadinMid,Kai'SaBot,RakanSupport
0,13.01,JaxTop,GravesJungle,SyndraMid,JhinBot,LuxSupport,K'SanteTop,EliseJungle,JayceMid,EzrealBot,KarmaSupport
0,13.01,JaxTop,MaokaiJungle,CassiopeiaMid,KalistaBot,NautilusSupport,GangplankTop,ViJungle,RyzeMid,LucianBot,NamiSupport
0,13.01,IllaoiTop,EliseJungle,ViktorMid,ZeriBot,YuumiSupport,SettTop,VolibearJungle,SyndraMid,LucianBot,NamiSupport
1,13.01,K'SanteTop,MaokaiJungle,AzirMid,KalistaBot,LeonaSupport,JaxTop,Xin ZhaoJungle,KassadinMid,VarusBot,NautilusSupport
1,13.01,K'SanteTop,EliseJungle,SylasMid,LucianBot,NamiSupport,RenektonTop,ViJungle,AhriMid,CaitlynBot,LuxSupport
1,13.01,GnarTop,WukongJungle,AkaliMid,VarusBot,HeimerdingerSupport,YoneTop,ViJungle,SyndraMid,LucianBot,NamiSupport
0,13.01,RenektonTop,SejuaniJungle,ViktorMid,VarusBot,HeimerdingerSupport,GwenTop,ViJungle,SettMid,LucianBot,NamiSupport
0,13.01,GnarTop,WukongJungle,KarmaMid,ZeriBot,YuumiSupport,IreliaTop,ViJungle,SyndraMid,VarusBot,PykeSupport
1,13.01,K'SanteTop,ViJungle,RyzeMid,VarusBot,RakanSupport,GnarTop,WukongJungle,KarmaMid,KalistaBot,NautilusSupport
1,13.01,GnarTop,ViegoJungle,KassadinMid,LucianBot,NamiSupport,IreliaTop,MaokaiJungle,SyndraMid,ZeriBot,YuumiSupport
1,13.01,OrnnTop,WukongJungle,SyndraMid,ZeriBot,YuumiSupport,JayceTop,SejuaniJungle,GalioMid,LucianBot,NamiSupport
1,13.01,JaxTop,WukongJungle,AzirMid,ZiggsBot,PykeSupport,JayceTop,Lee SinJungle,RyzeMid,VarusBot,RakanSupport
0,13.01,FioraTop,WukongJungle,SylasMid,LucianBot,NamiSupport,K'SanteTop,ViJungle,KassadinMid,ZeriBot,YuumiSupport
0,13.01,JayceTop,EliseJungle,SettMid,EzrealBot,JhinSupport,K'SanteTop,WukongJungle,SyndraMid,VarusBot,HeimerdingerSupport
0,13.01,K'SanteTop,ViJungle,AzirMid,LucianBot,NamiSupport,GnarTop,MaokaiJungle,SwainMid,ZeriBot,YuumiSupport
0,13.01,JaxTop,EliseJungle,JayceMid,LucianBot,NamiSupport,FioraTop,MaokaiJungle,SylasMid,ZeriBot,LuluSupport
0,13.01,FioraTop,MaokaiJungle,AkaliMid,JhinBot,KarmaSupport,JayceTop,EliseJungle,SylasMid,VarusBot,HeimerdingerSupport
0,13.01,JaxTop,SejuaniJungle,AkaliMid,CaitlynBot,AsheSupport,GragasTop,MaokaiJungle,YoneMid,ZeriBot,YuumiSupport
0,13.01,JayceTop,SejuaniJungle,RyzeMid,VarusBot,TwitchSupport,K'SanteTop,EliseJungle,KassadinMid,ZeriBot,NautilusSupport
1,13.01,RenektonTop,SejuaniJungle,TaliyahMid,ZeriBot,YuumiSupport,GwenTop,ViJungle,SylasMid,LucianBot,NamiSupport
1,13.01,K'SanteTop,MaokaiJungle,AkaliMid,DravenBot,NautilusSupport,RenektonTop,NidaleeJungle,SylasMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,MaokaiJungle,IreliaMid,VarusBot,RakanSupport,JayceTop,SejuaniJungle,KassadinMid,ZiggsBot,JhinSupport
0,13.01,CamilleTop,EliseJungle,KassadinMid,DravenBot,NautilusSupport,DariusTop,SejuaniJungle,JayceMid,LucianBot,NamiSupport
0,13.01,RenektonTop,ViJungle,TaliyahMid,DravenBot,NamiSupport,OrnnTop,WukongJungle,AkaliMid,LucianBot,YuumiSupport
1,13.01,SionTop,EliseJungle,KassadinMid,DravenBot,HeimerdingerSupport,K'SanteTop,MaokaiJungle,YoneMid,JinxBot,SorakaSupport
0,13.01,FioraTop,SejuaniJungle,AkaliMid,EzrealBot,JhinSupport,KennenTop,TrundleJungle,SylasMid,VarusBot,AsheSupport
1,13.01,UdyrTop,MaokaiJungle,JayceMid,JhinBot,PykeSupport,K'SanteTop,ViJungle,AhriMid,VarusBot,AsheSupport
1,13.01,JayceTop,AmumuJungle,SyndraMid,VarusBot,CaitlynSupport,OrnnTop,ViegoJungle,AkaliMid,ZeriBot,YuumiSupport
1,13.01,FioraTop,EliseJungle,AzirMid,ApheliosBot,Renata GlascSupport,K'SanteTop,Xin ZhaoJungle,KassadinMid,KalistaBot,SorakaSupport
0,13.01,FioraTop,ViJungle,ViktorMid,SivirBot,NautilusSupport,JaxTop,ViegoJungle,SwainMid,ZeriBot,LuluSupport
1,13.01,K'SanteTop,SejuaniJungle,ViktorMid,SamiraBot,NautilusSupport,GwenTop,WukongJungle,AzirMid,ZeriBot,AlistarSupport
1,13.01,RenektonTop,MaokaiJungle,KassadinMid,ZeriBot,YuumiSupport,K'SanteTop,WukongJungle,OriannaMid,LucianBot,NamiSupport
0,13.01,OlafTop,GravesJungle,RyzeMid,VarusBot,NautilusSupport,JayceTop,UdyrJungle,YasuoMid,Miss FortuneBot,AsheSupport
0,13.01,JaxTop,Lee SinJungle,ViktorMid,SivirBot,HeimerdingerSupport,RenektonTop,KindredJungle,SyndraMid,VarusBot,CaitlynSupport
1,13.01,K'SanteTop,KindredJungle,KarmaMid,SivirBot,BraumSupport,JaxTop,ViJungle,AzirMid,Kai'SaBot,NautilusSupport
1,13.01,JaxTop,EliseJungle,SettMid,CaitlynBot,LuxSupport,RenektonTop,ViJungle,SyndraMid,VarusBot,NautilusSupport
1,13.01,JaxTop,Xin ZhaoJungle,AzirMid,LucianBot,SonaSupport,FioraTop,WukongJungle,AkaliMid,VarusBot,NamiSupport
1,13.01,K'SanteTop,Lee SinJungle,SyndraMid,ZeriBot,YuumiSupport,WukongTop,ViJungle,AzirMid,VarusBot,ThreshSupport
0,13.01,GragasTop,DianaJungle,AatroxMid,YasuoBot,AsheSupport,SejuaniTop,WukongJungle,VladimirMid,LucianBot,NamiSupport
1,13.01,TryndamereTop,SejuaniJungle,SylasMid,ZeriBot,LuluSupport,GnarTop,MaokaiJungle,RyzeMid,LucianBot,NamiSupport
1,13.01,DariusTop,GravesJungle,KarmaMid,VarusBot,AsheSupport,FioraTop,Lee SinJungle,RyzeMid,CaitlynBot,PykeSupport
1,13.01,DariusTop,GravesJungle,KarmaMid,Kai'SaBot,BraumSupport,AatroxTop,WukongJungle,SyndraMid,VayneBot,NautilusSupport
1,13.01,K'SanteTop,WukongJungle,ViktorMid,CaitlynBot,KarmaSupport,JaxTop,LilliaJungle,YoneMid,EzrealBot,YuumiSupport
1,13.01,FioraTop,MaokaiJungle,OriannaMid,CaitlynBot,LuxSupport,SejuaniTop,Jarvan IVJungle,RyzeMid,Kai'SaBot,NautilusSupport
0,13.01,GnarTop,EliseJungle,JayceMid,VarusBot,Tahm KenchSupport,OrnnTop,Lee SinJungle,SyndraMid,JhinBot,NautilusSupport
0,13.01,RenektonTop,EliseJungle,SylasMid,ZeriBot,YuumiSupport,K'SanteTop,GragasJungle,AzirMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,SejuaniJungle,SyndraMid,VarusBot,ThreshSupport,FioraTop,EliseJungle,RyzeMid,EzrealBot,Tahm KenchSupport
0,13.01,JaxTop,WukongJungle,RyzeMid,LucianBot,NamiSupport,GragasTop,SejuaniJungle,IreliaMid,VarusBot,HeimerdingerSupport
1,13.01,OrnnTop,WukongJungle,RyzeMid,VarusBot,AmumuSupport,RenektonTop,MaokaiJungle,JayceMid,AsheBot,Tahm KenchSupport
1,13.01,JaxTop,WukongJungle,RyzeMid,VarusBot,AlistarSupport,K'SanteTop,ViegoJungle,SyndraMid,SamiraBot,NautilusSupport
1,13.01,RyzeTop,SejuaniJungle,JayceMid,EzrealBot,KarmaSupport,IllaoiTop,WukongJungle,CassiopeiaMid,LucianBot,YuumiSupport
1,13.01,GwenTop,WukongJungle,AzirMid,JhinBot,RellSupport,K'SanteTop,TrundleJungle,VarusMid,Kai'SaBot,NautilusSupport
0,13.01,MalphiteTop,GravesJungle,RyzeMid,XayahBot,LuluSupport,JayceTop,SejuaniJungle,SyndraMid,VarusBot,SorakaSupport
1,13.01,JaxTop,SejuaniJungle,IreliaMid,SyndraBot,HeimerdingerSupport,GragasTop,WukongJungle,AkaliMid,ZeriBot,SorakaSupport
0,13.01,GangplankTop,ViJungle,RyzeMid,CaitlynBot,KarmaSupport,OrnnTop,GravesJungle,SyndraMid,VarusBot,NautilusSupport
0,13.01,K'SanteTop,WukongJungle,AzirMid,LucianBot,NamiSupport,JaxTop,DianaJungle,OrnnMid,ZeriBot,YuumiSupport
1,13.01,GnarTop,ViJungle,SyndraMid,EzrealBot,KarmaSupport,K'SanteTop,WukongJungle,LuxMid,VarusBot,NautilusSupport
1,13.01,SionTop,ViJungle,RyzeMid,KalistaBot,Renata GlascSupport,JaxTop,SejuaniJungle,OriannaMid,DravenBot,AsheSupport
1,13.01,K'SanteTop,EliseJungle,LeBlancMid,VarusBot,RellSupport,GwenTop,SejuaniJungle,LissandraMid,JhinBot,AsheSupport
1,13.01,SettTop,EliseJungle,RyzeMid,AsheBot,KarmaSupport,RenektonTop,GravesJungle,SyndraMid,LucianBot,NamiSupport
0,13.01,GangplankTop,UdyrJungle,ViktorMid,JhinBot,AsheSupport,GnarTop,ViegoJungle,SylasMid,VarusBot,PykeSupport
0,13.01,OrnnTop,WukongJungle,SwainMid,VarusBot,Miss FortuneSupport,ZeriTop,ViJungle,RyzeMid,SivirBot,HeimerdingerSupport
1,13.01,K'SanteTop,EliseJungle,RyzeMid,XayahBot,Renata GlascSupport,JaxTop,SejuaniJungle,KassadinMid,EzrealBot,KarmaSupport
0,13.01,OlafTop,WukongJungle,AhriMid,EzrealBot,BraumSupport,K'SanteTop,EliseJungle,SwainMid,DravenBot,RakanSupport
1,13.01,K'SanteTop,EliseJungle,SylasMid,ApheliosBot,LuluSupport,YoneTop,SejuaniJungle,AzirMid,VarusBot,Miss FortuneSupport
0,13.01,JayceTop,WukongJungle,AzirMid,KalistaBot,AsheSupport,FioraTop,GravesJungle,KassadinMid,ZeriBot,BraumSupport
0,13.01,SionTop,GravesJungle,SyndraMid,KalistaBot,LeonaSupport,K'SanteTop,Xin ZhaoJungle,AzirMid,VarusBot,AsheSupport
1,13.01,RenektonTop,MaokaiJungle,SyndraMid,LucianBot,NamiSupport,K'SanteTop,SejuaniJungle,SylasMid,DravenBot,RellSupport
1,13.01,FioraTop,ViJungle,AhriMid,CaitlynBot,KalistaSupport,K'SanteTop,WukongJungle,OriannaMid,SeraphineBot,KarmaSupport
1,13.01,K'SanteTop,SejuaniJungle,SylasMid,ZeriBot,YuumiSupport,GwenTop,MaokaiJungle,RyzeMid,VarusBot,NautilusSupport
0,13.01,K'SanteTop,PoppyJungle,AzirMid,ZeriBot,LuluSupport,GwenTop,WukongJungle,ViktorMid,LucianBot,NamiSupport
0,13.01,JaxTop,Xin ZhaoJungle,RyzeMid,CaitlynBot,LuxSupport,GragasTop,WukongJungle,SyndraMid,AsheBot,KarmaSupport
1,13.01,KennenTop,ViJungle,SylasMid,CaitlynBot,KarmaSupport,GnarTop,SejuaniJungle,AzirMid,ZeriBot,LuluSupport
0,13.01,K'SanteTop,TrundleJungle,LissandraMid,Kai'SaBot,BraumSupport,JaxTop,SejuaniJungle,AzirMid,EzrealBot,HeimerdingerSupport
1,13.01,OrnnTop,ViJungle,AzirMid,ZeriBot,LuluSupport,K'SanteTop,SejuaniJungle,ViktorMid,LucianBot,NamiSupport
1,13.01,JaxTop,ViegoJungle,RyzeMid,LucianBot,NamiSupport,GragasTop,WukongJungle,GalioMid,ZeriBot,LuluSupport
0,13.01,K'SanteTop,WukongJungle,OriannaMid,VarusBot,HeimerdingerSupport,JaxTop,SejuaniJungle,TaliyahMid,SivirBot,YuumiSupport
1,13.01,JaxTop,HecarimJungle,KarmaMid,LucianBot,NamiSupport,KennenTop,WukongJungle,KassadinMid,VarusBot,CaitlynSupport
0,13.01,K'SanteTop,WukongJungle,KassadinMid,DravenBot,NamiSupport,RenektonTop,SejuaniJungle,RyzeMid,LucianBot,SonaSupport
1,13.01,GnarTop,ViJungle,LeBlancMid,LucianBot,NamiSupport,K'SanteTop,SejuaniJungle,LissandraMid,VarusBot,AsheSupport
0,13.01,JaxTop,SejuaniJungle,RyzeMid,LucianBot,SonaSupport,FioraTop,MaokaiJungle,TaliyahMid,ZeriBot,YuumiSupport
0,13.01,MaokaiTop,SejuaniJungle,SyndraMid,SamiraBot,Renata GlascSupport,JaxTop,EliseJungle,AzirMid,KalistaBot,BlitzcrankSupport
1,13.01,GwenTop,ViJungle,RyzeMid,LucianBot,LuluSupport,K'SanteTop,WukongJungle,GalioMid,DravenBot,NamiSupport
1,13.01,K'SanteTop,MaokaiJungle,YoneMid,DravenBot,HeimerdingerSupport,GnarTop,EliseJungle,AkaliMid,ZeriBot,LuluSupport
0,13.01,GnarTop,MaokaiJungle,AhriMid,CaitlynBot,BraumSupport,FioraTop,EliseJungle,SylasMid,KalistaBot,NautilusSupport
1,13.01,FioraTop,MaokaiJungle,GalioMid,EzrealBot,HeimerdingerSupport,JaxTop,EliseJungle,TristanaMid,VarusBot,KarmaSupport
0,13.01,GangplankTop,EliseJungle,YoneMid,LucianBot,NamiSupport,GnarTop,ViJungle,VexMid,VarusBot,Renata GlascSupport
1,13.01,JaxTop,MaokaiJungle,ViktorMid,LucianBot,NamiSupport,GragasTop,WukongJungle,LeBlancMid,CaitlynBot,KarmaSupport
0,13.01,AatroxTop,MaokaiJungle,RenektonMid,ZeriBot,LuluSupport,JaxTop,SejuaniJungle,RyzeMid,SivirBot,AsheSupport
0,13.01,K'SanteTop,MaokaiJungle,SyndraMid,JhinBot,KarmaSupport,OlafTop,SejuaniJungle,AzirMid,VarusBot,NautilusSupport
0,13.01,GnarTop,ViJungle,LeBlancMid,VarusBot,AsheSupport,RenektonTop,SejuaniJungle,SylasMid,ZeriBot,LeonaSupport
0,13.01,CamilleTop,EliseJungle,GalioMid,LucianBot,NamiSupport,SionTop,MaokaiJungle,KassadinMid,ZeriBot,LuluSupport
1,13.01,K'SanteTop,WukongJungle,SylasMid,LucianBot,NamiSupport,SionTop,MaokaiJungle,AkaliMid,ZeriBot,LuluSupport
1,13.01,FioraTop,SejuaniJungle,SylasMid,LucianBot,NamiSupport,JaxTop,ViJungle,AkaliMid,ZeriBot,LuluSupport
1,13.01,GnarTop,MaokaiJungle,SylasMid,CaitlynBot,LuxSupport,RenektonTop,Lee SinJungle,AzirMid,JhinBot,HeimerdingerSupport
0,13.01,GragasTop,WukongJungle,RyzeMid,JhinBot,KarmaSupport,AatroxTop,MaokaiJungle,JayceMid,ZeriBot,HeimerdingerSupport
0,13.01,RenektonTop,SejuaniJungle,SyndraMid,SivirBot,YuumiSupport,K'SanteTop,MaokaiJungle,ViktorMid,ZeriBot,LuluSupport
